충전소,충전기ID,충전기타입,주소,이용가능시간
목포해양대학교 해양공학관A9동,2,AC완속,전라남도 목포시 해양대학로 91 목포해양대학교 해양공학관A9동,24시간 이용가능
목포해양대학교 해양공학관A9동,3,AC완속,전라남도 목포시 해양대학로 91 목포해양대학교 해양공학관A9동,24시간 이용가능
에드가안채아파트,1,AC완속,"전라남도 목포시 옥암로 177-1 (석현동, 에드가안채)",24시간 이용가능
에드가안채아파트,2,AC완속,"전라남도 목포시 옥암로 177-1 (석현동, 에드가안채)",24시간 이용가능
용해지구 목포어울림도서관,1,AC완속,전라남도 목포시 용해지구로 31 목포어울림도서관,09:00~1800
용해지구 목포어울림도서관,2,DC차데모+AC3상+DC콤보,전라남도 목포시 용해지구로 31 목포어울림도서관,09:00~1800
현대자동차 상동대리점,1,AC완속,"전라남도 목포시 통일대로 107 (옥암동, 현대자동차 상동대리점)",09:00~18:00
홈플러스 목포점,1,DC콤보,"전라남도 목포시 영산로 313 (용당동, 홈플러스목포점)",10:00~22:00
홈플러스 목포점,2,DC콤보,"전라남도 목포시 영산로 313 (용당동, 홈플러스목포점)",10:00~22:00
홈플러스 목포점,3,DC콤보,"전라남도 목포시 영산로 313 (용당동, 홈플러스목포점)",10:00~22:00
홈플러스 목포점,4,DC콤보,"전라남도 목포시 영산로 313 (용당동, 홈플러스목포점)",10:00~22:00
홈플러스 목포점,5,DC콤보(완속),"전라남도 목포시 영산로 313 (용당동, 홈플러스목포점)",10:00~22:00
홈플러스 목포점,6,DC콤보(완속),"전라남도 목포시 영산로 313 (용당동, 홈플러스목포점)",10:00~22:00
홈플러스 목포점,7,DC콤보(완속),"전라남도 목포시 영산로 313 (용당동, 홈플러스목포점)",10:00~22:00
홈플러스 목포점,8,DC콤보(완속),"전라남도 목포시 영산로 313 (용당동, 홈플러스목포점)",10:00~22:00
재단법인전남테크노파크(세라믹산업센터),1,AC완속,전라남도 목포시 대양로 26 ,24시간 이용가능
재단법인전남테크노파크(세라믹산업센터),2,AC완속,전라남도 목포시 대양로 26 ,24시간 이용가능
재단법인전남테크노파크(세라믹산업센터),3,AC완속,전라남도 목포시 대양로 26 ,24시간 이용가능
목포 광신프로그레스,1,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,2,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,3,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,4,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,5,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,6,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,7,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,8,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,9,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 광신프로그레스,10,AC완속,전라남도 목포시 영산로565번길 23 1~5구역 주차장,24시간 이용가능
목포 렉시호텔,1,AC완속,전라남도 목포시 원형동로 44 야외주차장,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다
목포 렉시호텔,2,AC완속,전라남도 목포시 원형동로 44 야외주차장,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다
목포 티파니에서아침을,1,AC완속,전라남도 목포시 평화로140번길 24 구내주차장,24시간 이용가능
목포주원병원,1,AC완속,전라남도 목포시 산계길 4-9 주차장,24시간 이용가능
목포주원병원,2,AC완속,전라남도 목포시 산계길 4-9 주차장,24시간 이용가능
목포국제여객터미널,1,DC콤보,전라남도 목포시 해안로148번길 14 ,24시간 이용가능
목포국제여객터미널,2,AC완속,전라남도 목포시 해안로148번길 14 ,24시간 이용가능
목포연안여객터미널,1,AC완속,전라남도 목포시 해안로 182 ,24시간 이용가능
목포연안여객터미널,2,AC완속,전라남도 목포시 해안로 182 ,24시간 이용가능
목포연안여객터미널,3,DC차데모+DC콤보,전라남도 목포시 해안로 182 ,24시간 이용가능
백련지구천년가-102동,1,AC완속,"전라남도 목포시 연산백련로1번길 79 102동 A 27,34",24시간 이용가능
백련지구천년가-102동,2,AC완속,"전라남도 목포시 연산백련로1번길 79 102동 A 27,34",24시간 이용가능
백련지구천년가-104동,1,AC완속,"전라남도 목포시 연산백련로1번길 79 104동 B 11,12",24시간 이용가능
백련지구천년가-104동,2,AC완속,"전라남도 목포시 연산백련로1번길 79 104동 B 11,12",24시간 이용가능
하당프라임아너팰리스/유한회사 프라임디앤씨,1,AC완속,전라남도 목포시 부흥로 69 ,24시간 이용가능
하당프라임아너팰리스/유한회사 프라임디앤씨,2,AC완속,전라남도 목포시 부흥로 69 ,24시간 이용가능
하당프라임아너팰리스/유한회사 프라임디앤씨,3,AC완속,전라남도 목포시 부흥로 69 ,24시간 이용가능
하당프라임아너팰리스/유한회사 프라임디앤씨,4,AC완속,전라남도 목포시 부흥로 69 ,24시간 이용가능
하당프라임아너팰리스/유한회사 프라임디앤씨,5,AC완속,전라남도 목포시 부흥로 69 ,24시간 이용가능
한국은행목포본부/한국은행,1,AC완속,전라남도 목포시 영산로 109 ,24시간 이용가능
500호 모텔,2,AC완속,전라남도 목포시 평화로140번길 22 전기차 충전소 주차장,24시간 이용가능
나인호텔,1,AC완속,전라남도 목포시 비파로108번길 7 호텔 주차장,24시간 이용가능
목포가족관광호텔,1,AC완속,전라남도 목포시 호남로64번길 28 지하주차장 졍면 우측 벽면,24시간 이용가능
목포가족관광호텔,2,AC완속,전라남도 목포시 호남로64번길 28 지하주차장 졍면 우측 벽면,24시간 이용가능
몰디브호텔,1,AC완속,전라남도 목포시 옥암로46번길 37 옥외주차장 우측 끝,24시간 이용가능
몰디브호텔,2,AC완속,전라남도 목포시 옥암로46번길 37 옥외주차장 우측 끝,24시간 이용가능
서해지방해양경찰청 특공대,1,AC완속,전라남도 목포시 고하대로597번길 99-20 주차장,24시간 이용가능
서해지방해양경찰청 특공대,2,AC완속,전라남도 목포시 고하대로597번길 99-20 주차장,24시간 이용가능
서해지방해양경찰청 특공대,3,AC완속,전라남도 목포시 고하대로597번길 99-20 주차장,24시간 이용가능
시티 호텔,1,AC완속,전라남도 목포시 번영로 26 주차장,24시간 이용가능
엠 호텔,1,AC완속,전라남도 목포시 호남로64번길 13 엠 호텔 주차장,24시간 이용가능
엠 호텔,2,AC완속,전라남도 목포시 호남로64번길 13 엠 호텔 주차장,24시간 이용가능
유토피아 가족호텔,1,AC완속,전라남도 목포시 평화로 65-9 건물 좌측 벽면 건물계량기함 우측,24시간 이용가능
유한회사 동양종합부품,1,AC완속,전라남도 목포시 녹색로134번길 7 주차장,24시간 이용가능
유한회사 동양종합부품,1,AC완속,전라남도 목포시 녹색로134번길 7 ,24시간 이용가능
유한회사 오션스테이호텔,1,AC완속,전라남도 목포시 북항로149번길 7 건물 우측 계단 옆 옹벽,24시간 이용가능
전남기아공업,1,AC완속,전라남도 목포시 대양산단로97번길 42-10 주차장,24시간 이용가능
청호시장,1,AC완속,전라남도 목포시 석현로 28 주차장,24시간 이용가능
청호시장,2,AC완속,전라남도 목포시 석현로 28 주차장,24시간 이용가능
한국지엠목포부품대리점,1,AC완속,전라남도 목포시 삼각로43번길 4 건물 우측 벽면,24시간 이용가능
호텔 디오션,1,AC완속,전라남도 목포시 신항로276번길 40 주차장,24시간 이용가능
궁무인호텔,1,AC완속,전라남도 목포시 신항로276번길 42 궁무인호텔,24시간 이용가능
궁무인호텔,2,AC완속,전라남도 목포시 신항로276번길 42 궁무인호텔,24시간 이용가능
그린카 목포점,1,AC완속,전라남도 목포시 호남동 101 ,24시간 이용가능
그린카 목포점,2,AC완속,전라남도 목포시 호남동 101 ,24시간 이용가능
그린카 목포점,3,AC완속,전라남도 목포시 호남동 101 ,24시간 이용가능
대성종합정비공업사,1,AC완속,전라남도 목포시 고하대로 801 대성종합정비공업사,24시간 이용가능
대성종합정비공업사,2,AC완속,전라남도 목포시 고하대로 801 대성종합정비공업사,24시간 이용가능
루쏘호텔,1,AC완속,전라남도 목포시 장미로 107 루쏘호텔,24시간 이용가능
루쏘호텔,2,AC완속,전라남도 목포시 장미로 107 루쏘호텔,24시간 이용가능
삼목장례프리드,1,AC완속,전라남도 목포시 청호로220번길 17 삼목장례프리드,24시간 이용가능
삼목장례프리드,2,AC완속,전라남도 목포시 청호로220번길 17 삼목장례프리드,24시간 이용가능
하이텔모텔,1,AC완속,전라남도 목포시 북항로 161 하이텔모텔,24시간 이용가능
하이텔모텔,2,AC완속,전라남도 목포시 북항로 161 하이텔모텔,24시간 이용가능
호텔드메르,1,AC완속,전라남도 목포시 통일대로 10 호텔드메르,24시간 이용가능
호텔드메르,2,AC완속,전라남도 목포시 통일대로 10 호텔드메르,24시간 이용가능
골드디움5차아파트,1,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,2,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,3,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,4,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,5,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,6,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,7,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,8,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,9,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,10,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,11,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
골드디움5차아파트,12,AC완속,전라남도 목포시 용해지구로88번길 23 골드디움5차아파트,09:00~18:00
근화블루빌아파트,1,AC완속,전라남도 목포시 텃골로13번길 32 근화블루빌아파트,09:00~18:00
근화블루빌아파트,2,AC완속,전라남도 목포시 텃골로13번길 32 근화블루빌아파트,09:00~18:00
근화블루빌아파트,3,AC완속,전라남도 목포시 텃골로13번길 32 근화블루빌아파트,09:00~18:00
근화블루빌아파트,4,AC완속,전라남도 목포시 텃골로13번길 32 근화블루빌아파트,09:00~18:00
근화블루빌아파트,5,AC완속,전라남도 목포시 텃골로13번길 32 근화블루빌아파트,09:00~18:00
근화블루빌아파트,6,AC완속,전라남도 목포시 텃골로13번길 32 근화블루빌아파트,09:00~18:00
목포 근화희망타운3차아파트,1,AC완속,전라남도 목포시 산양로 50 목포 근화희망타운3차아파트,09:00~18:00
방송통신대학교 목포시학습관 (완속충전기),0,AC완속,전라남도 목포시 백년대로412번길 14 방송통신대학교 목포시학습관 (완속충전기),09:00~18:00
하당 중흥s클래스 센텀뷰,1,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,2,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,3,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,4,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,5,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,6,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,7,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,8,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,9,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,10,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
하당 중흥s클래스 센텀뷰,11,AC완속,전라남도 목포시 비파로 96 하당 중흥s클래스 센텀뷰,09:00~18:00
한울편안채 101동,2,AC완속,전라남도 목포시 신촌로 27-1 한울편안채 101동,09:00~18:00
목포하당제일101동,1,AC완속,전라남도 목포시 미항로 206 ,24시간 이용가능
목포하당제일101동,2,AC완속,전라남도 목포시 미항로 206 ,24시간 이용가능
한국전기안전공사 전남서부지사,1,AC완속,전라남도 목포시 호남로 72 ,평일 09:00~18:00
한국전기안전공사 전남서부지사,2,AC완속,전라남도 목포시 호남로 72 ,평일 09:00~18:00
한국전기안전공사 전남서부지사,3,AC완속,전라남도 목포시 호남로 72 ,평일 09:00~18:00
한국전기안전공사 전남서부지사,4,AC완속,전라남도 목포시 호남로 72 ,평일 09:00~18:00
목포 세안종합병원,1,AC완속,전라남도 목포시 고하대로 795-2 ,24시간 이용가능
목포 세안종합병원,2,AC완속,전라남도 목포시 고하대로 795-2 ,24시간 이용가능
목포 세안종합병원,3,DC콤보,전라남도 목포시 고하대로 795-2 ,24시간 이용가능
목포 세안종합병원,4,DC콤보,전라남도 목포시 고하대로 795-2 ,24시간 이용가능
목포라송센트렐카운티1차,1,AC완속,전라남도 목포시 양을로99번길 8 ,24시간 이용가능
목포라송센트렐카운티1차,2,AC완속,전라남도 목포시 양을로99번길 8 ,24시간 이용가능
목포라송센트렐카운티1차,3,AC완속,전라남도 목포시 양을로99번길 8 ,24시간 이용가능
목포라송센트렐카운티1차,4,AC완속,전라남도 목포시 양을로99번길 8 ,24시간 이용가능
목포라송센트렐카운티1차,5,AC완속,전라남도 목포시 양을로99번길 8 ,24시간 이용가능
목포시의료원,1,AC완속,전라남도 목포시 이로로 18 ,24시간 이용가능
목포시의료원,2,AC완속,전라남도 목포시 이로로 18 ,24시간 이용가능
목포시의료원,3,AC완속,전라남도 목포시 이로로 18 ,24시간 이용가능
목포시의료원,4,DC콤보,전라남도 목포시 이로로 18 ,24시간 이용가능
목포시의료원,5,DC콤보,전라남도 목포시 이로로 18 ,24시간 이용가능
신안인스빌아파트,1,AC완속,전라남도 목포시 삼학로 363 ,24시간 이용가능
신안인스빌아파트,2,AC완속,전라남도 목포시 삼학로 363 ,24시간 이용가능
신안인스빌아파트,3,AC완속,전라남도 목포시 삼학로 363 ,24시간 이용가능
신안인스빌아파트,4,AC완속,전라남도 목포시 삼학로 363 ,24시간 이용가능
신안인스빌아파트,5,AC완속,전라남도 목포시 삼학로 363 ,24시간 이용가능
신안비치3차아파트,1,AC완속,전라남도 목포시 고하대로 641-11 ,24시간 이용가능
신안비치3차아파트,2,AC완속,전라남도 목포시 고하대로 641-11 ,24시간 이용가능
신안비치3차아파트,3,AC완속,전라남도 목포시 고하대로 641-11 ,24시간 이용가능
신안비치3차아파트,4,AC완속,전라남도 목포시 고하대로 641-11 ,24시간 이용가능
신안비치3차아파트,5,AC완속,전라남도 목포시 고하대로 641-11 ,24시간 이용가능
신안비치3차아파트,6,AC완속,전라남도 목포시 고하대로 641-11 ,24시간 이용가능
청년창업,1,AC완속,전라남도 목포시 양을로 203 -0,24시간 이용가능
청년창업,2,AC완속,전라남도 목포시 양을로 203 -0,24시간 이용가능
하당제일1차아파트,1,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
하당제일1차아파트,2,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
목포대학교 목포캠퍼스 어울림관,1,AC완속,전라남도 목포시 송림로41번길 11 ,24시간 이용가능
목포대학교 목포캠퍼스 어울림관,2,AC완속,전라남도 목포시 송림로41번길 11 ,24시간 이용가능
마창여객 삼학도차고지,1,DC콤보,전라남도 목포시 삼학로 172 ,24시간 이용가능
마창여객 삼학도차고지,2,DC콤보,전라남도 목포시 삼학로 172 ,24시간 이용가능
마창여객 삼학도차고지,3,DC콤보,전라남도 목포시 삼학로 172 ,24시간 이용가능
마창여객 삼학도차고지,4,DC콤보,전라남도 목포시 삼학로 172 ,24시간 이용가능
마창여객 삼학도차고지,5,DC콤보,전라남도 목포시 삼학로 172 ,24시간 이용가능
마창여객 삼학도차고지,6,DC콤보,전라남도 목포시 삼학로 172 ,24시간 이용가능
마창여객 삼학도차고지,7,DC콤보,전라남도 목포시 삼학로 172 ,24시간 이용가능
마창여객 삼학도차고지,8,DC콤보,전라남도 목포시 삼학로 172 ,24시간 이용가능
골드디움3차아파트,0,AC완속,전라남도 목포시 남악1로52번길 82 ,24시간 이용가능
골드디움3차아파트,1,AC완속,전라남도 목포시 남악1로52번길 82 ,24시간 이용가능
골드디움3차아파트,2,AC완속,전라남도 목포시 남악1로52번길 82 ,24시간 이용가능
골드디움3차아파트,3,AC완속,전라남도 목포시 남악1로52번길 82 ,24시간 이용가능
골드클래스9차아파트,1,AC완속,전라남도 목포시 연산백련로1번길 111 ,24시간 이용가능
골드클래스9차아파트,2,AC완속,전라남도 목포시 연산백련로1번길 111 ,24시간 이용가능
골드클래스9차아파트,3,AC완속,전라남도 목포시 연산백련로1번길 111 ,24시간 이용가능
근화밀레니엄,1,AC완속,전라남도 목포시 산정로 268 ,24시간 이용가능
근화밀레니엄,2,AC완속,전라남도 목포시 산정로 268 ,24시간 이용가능
목포 라송센트럴카운티 2차,0,AC완속,전남 목포시 청호로136번길 22 목포 라송센트럴카운티 2차,24시간 이용가능
목포 라송센트럴카운티 2차,1,AC완속,전남 목포시 청호로136번길 22 목포 라송센트럴카운티 2차,24시간 이용가능
목포 라송센트럴카운티 2차,2,AC완속,전남 목포시 청호로136번길 22 목포 라송센트럴카운티 2차,24시간 이용가능
목포 라송센트럴카운티 2차,3,AC완속,전남 목포시 청호로136번길 22 목포 라송센트럴카운티 2차,24시간 이용가능
목포 라송센트럴카운티 2차,4,AC완속,전남 목포시 청호로136번길 22 목포 라송센트럴카운티 2차,24시간 이용가능
목포 라송센트럴카운티 2차,5,AC완속,전남 목포시 청호로136번길 22 목포 라송센트럴카운티 2차,24시간 이용가능
목포 라송센트럴카운티 3차,0,AC완속,전남 목포시 석현로45번길 22-10 목포 라송센트럴카운티 3차,24시간 이용가능
목포 라송센트럴카운티 3차,1,AC완속,전남 목포시 석현로45번길 22-10 목포 라송센트럴카운티 3차,24시간 이용가능
목포 라송센트럴카운티 3차,2,AC완속,전남 목포시 석현로45번길 22-10 목포 라송센트럴카운티 3차,24시간 이용가능
목포 라송센트럴카운티 3차,3,AC완속,전남 목포시 석현로45번길 22-10 목포 라송센트럴카운티 3차,24시간 이용가능
목포 라송센트럴카운티 3차,4,AC완속,전남 목포시 석현로45번길 22-10 목포 라송센트럴카운티 3차,24시간 이용가능
목포 라송센트럴카운티 5차,0,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,1,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,2,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,3,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,4,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,5,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,6,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,7,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,8,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,9,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,10,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,11,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,12,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,13,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,14,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
목포 라송센트럴카운티 5차,15,AC완속,전남 목포시 영산로 648-24 목포 라송센트럴카운티 5차,24시간 이용가능
에메랄드 퀸아파트,1,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,2,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,3,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,4,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,5,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,6,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,7,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,8,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,9,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,10,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,11,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
에메랄드 퀸아파트,12,AC완속,전라남도 목포시 평화로83번길 16 ,24시간 이용가능
하당현대아파트,1,AC완속,전라남도 목포시 통일대로37번길 33 ,24시간 이용가능
하당현대아파트,2,AC완속,전라남도 목포시 통일대로37번길 33 ,24시간 이용가능
하당현대아파트,3,AC완속,전라남도 목포시 통일대로37번길 33 ,24시간 이용가능
하당현대아파트,4,AC완속,전라남도 목포시 통일대로37번길 33 ,24시간 이용가능
하당현대아파트,5,AC완속,전라남도 목포시 통일대로37번길 33 ,24시간 이용가능
하당현대아파트,6,AC완속,전라남도 목포시 통일대로37번길 33 ,24시간 이용가능
하당현대아파트,7,AC완속,전라남도 목포시 통일대로37번길 33 ,24시간 이용가능
하당현대아파트,8,AC완속,전라남도 목포시 통일대로37번길 33 ,24시간 이용가능
국립호남권 생물자원관,1,AC완속,전라남도 목포시 고하도안길 99 ,08:00~22:00
국립호남권생물자원관 (급),1,DC콤보,전라남도 목포시 고하도안길 99 ,08:00~22:00
근화희망타운2차아파트,1,AC완속,전라남도 목포시 산양로 40 ,24시간 이용가능
근화희망타운2차아파트,2,AC완속,전라남도 목포시 산양로 40 ,24시간 이용가능
근화희망타운2차아파트,3,AC완속,전라남도 목포시 산양로 40 ,24시간 이용가능
목포 포르모큐브 BF2,1,AC완속,전라남도 목포시 옥암로 95 ,24시간 이용가능
목포 포르모큐브 BF2,2,AC완속,전라남도 목포시 옥암로 95 ,24시간 이용가능
목포라인아파트 지상주차장,1,AC완속,전라남도 목포시 원산주택로 25 ,24시간 이용가능
목포라인아파트 지상주차장,2,AC완속,전라남도 목포시 원산주택로 25 ,24시간 이용가능
목포라인아파트 지상주차장,3,AC완속,전라남도 목포시 원산주택로 25 ,24시간 이용가능
목포라인아파트 지상주차장,4,AC완속,전라남도 목포시 원산주택로 25 ,24시간 이용가능
목포라인아파트 지상주차장,5,AC완속,전라남도 목포시 원산주택로 25 ,24시간 이용가능
목포라인아파트 지상주차장,6,AC완속,전라남도 목포시 원산주택로 25 ,24시간 이용가능
목포라인아파트 지상주차장,7,AC완속,전라남도 목포시 원산주택로 25 ,24시간 이용가능
영신그린빌 뒤편 지상주차장,1,AC완속,전라남도 목포시 신흥로83번길 2 ,24시간 이용가능
영신그린빌 뒤편 지상주차장,2,AC완속,전라남도 목포시 신흥로83번길 2 ,24시간 이용가능
영신그린빌 뒤편 지상주차장,3,AC완속,전라남도 목포시 신흥로83번길 2 ,24시간 이용가능
전남 목포 호텔디오션(7kW),1,AC완속,전라남도 목포시 신항로276번길 40 (달동),24시간 이용가능
목포 군인아파트,1,DC콤보,전라남도 목포시 녹색로 273 주차장,24시간 이용가능
삼창골프연습장,1,AC완속,전라남도 목포시 대양로109번길 53 삼창골프연습장,24시간 이용가능
광주은행 목포지점,1,DC콤보,전라남도 목포시 영산로 93 ,24시간 이용가능
목포 MBC사옥,1,AC완속,전라남도 목포시 영산로 334 ,24시간 이용가능
목포 MBC사옥,2,AC완속,전라남도 목포시 영산로 334 ,24시간 이용가능
목포 상동현대아파트,1,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 상동현대아파트,2,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 상동현대아파트,3,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 상동현대아파트,4,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 상동현대아파트,5,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 상동현대아파트,6,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 상동현대아파트,7,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 상동현대아파트,8,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 상동현대아파트,9,AC완속,전라남도 목포시 상동로 33 ,24시간 이용가능
목포 성지비버리힐스아파트,1,AC완속,전라남도 목포시 평화로14번길 6 ,24시간 이용가능
목포 성지비버리힐스아파트,2,AC완속,전라남도 목포시 평화로14번길 6 ,24시간 이용가능
목포 성지비버리힐스아파트,3,AC완속,전라남도 목포시 평화로14번길 6 ,24시간 이용가능
목포 성지비버리힐스아파트,4,AC완속,전라남도 목포시 평화로14번길 6 ,24시간 이용가능
목포 성지비버리힐스아파트,5,AC완속,전라남도 목포시 평화로14번길 6 ,24시간 이용가능
목포 연산주공2단지아파트,1,AC완속,전라남도 목포시 원산중앙로 108 ,24시간 이용가능
목포 연산주공2단지아파트,2,AC완속,전라남도 목포시 원산중앙로 108 ,24시간 이용가능
목포 연산주공2단지아파트,3,AC완속,전라남도 목포시 원산중앙로 108 ,24시간 이용가능
목포 연산주공2단지아파트,4,AC완속,전라남도 목포시 원산중앙로 108 ,24시간 이용가능
목포 연산주공2단지아파트,5,AC완속,전라남도 목포시 원산중앙로 108 ,24시간 이용가능
목포 연산주공2단지아파트,6,AC완속,전라남도 목포시 원산중앙로 108 ,24시간 이용가능
목포 옥암골드클래스아파트,1,AC완속,전라남도 목포시 남악1로16번길 10 ,24시간 이용가능
목포 옥암골드클래스아파트,2,AC완속,전라남도 목포시 남악1로16번길 10 ,24시간 이용가능
목포 옥암골드클래스아파트,3,AC완속,전라남도 목포시 남악1로16번길 10 ,24시간 이용가능
목포 옥암골드클래스아파트,4,AC완속,전라남도 목포시 남악1로16번길 10 ,24시간 이용가능
목포 옥암골드클래스아파트,5,AC완속,전라남도 목포시 남악1로16번길 10 ,24시간 이용가능
